Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
[BE] Validations Mongoose.,LOG-46,10112,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,11/Dec/25 10:54 PM,,10/Dec/25 11:36 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=4, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":4,""lastUpdated"":""2025-12-10T11:35:23.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":4,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0007z:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,10/Dec/25 11:36 AM
[FE] Liste remorques.,LOG-48,10116,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,16/Dec/25 1:26 PM,,16/Dec/25 1:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:26:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0008f:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,16/Dec/25 1:26 PM
[FE] Formulaire ajout/édition.,LOG-49,10118,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,16/Dec/25 1:26 PM,,16/Dec/25 1:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:26:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0008n:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,16/Dec/25 1:26 PM
[FE] Suppression remorque.,LOG-50,10120,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:22 AM,16/Dec/25 1:26 PM,,16/Dec/25 1:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:26:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0008v:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,16/Dec/25 1:26 PM
[TEST] Tests unitaires Remorques.,LOG-52,10124,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 1:23 AM,13/Dec/25 3:24 PM,,13/Dec/25 3:24 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0009b:,LOG Sprint 1,,,,,10106,LOG-43,User Story 2.2 – CRUD Remorques,Done,13/Dec/25 3:24 PM
User Story 2.3 – CRUD Pneus,LOG-53,10157,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:23 AM,16/Dec/25 1:33 PM,16/Dec/25 9:51 PM,16/Dec/25 1:33 PM,,0,"En tant qu’admin, je veux gérer les pneus.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:32:36.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i00032:i,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10005,LOG-2,"ÉPIC 2 — Gestion des Ressources (Camions, Remorques, Pneus, Carburant)",Done,16/Dec/25 1:33 PM
[BE] Modèle Tire.,LOG-54,10159,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:24 AM,11/Dec/25 10:56 PM,,10/Dec/25 12:00 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-10T11:59:49.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0009r:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,10/Dec/25 12:00 PM
[BE] CRUD Controllers + Routes.,LOG-55,10161,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:24 AM,11/Dec/25 10:56 PM,,10/Dec/25 12:14 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-10T12:13:57.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0009z:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,10/Dec/25 12:14 PM
[BE] Validations Mongoose.,LOG-56,10163,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:24 AM,11/Dec/25 10:56 PM,,10/Dec/25 12:00 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-10T11:59:49.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000a7:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,10/Dec/25 12:00 PM
[FE] Liste pneus.,LOG-58,10167,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:25 AM,16/Dec/25 1:33 PM,,16/Dec/25 1:33 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:32:36.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000an:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,16/Dec/25 1:33 PM
[FE] Formulaire ajout/édition.,LOG-59,10169,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:25 AM,16/Dec/25 1:33 PM,,16/Dec/25 1:33 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:32:36.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000av:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,16/Dec/25 1:33 PM
[FE] Suppression pneu.,LOG-60,10171,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:25 AM,16/Dec/25 1:33 PM,,16/Dec/25 1:33 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T13:32:36.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000b3:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,16/Dec/25 1:33 PM
[TEST] Tests unitaires Pneus.,LOG-62,10175,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 9:25 AM,13/Dec/25 3:26 PM,,13/Dec/25 3:26 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:26:06.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000bj:,LOG Sprint 1,,,,,10157,LOG-53,User Story 2.3 – CRUD Pneus,Done,13/Dec/25 3:26 PM
User Story 3.1 — Création & assignation trajets (Admin),LOG-63,10208,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:18 PM,16/Dec/25 4:25 PM,17/Dec/25 12:06 PM,16/Dec/25 4:25 PM,,0,"En tant qu’admin, je veux créer des trajets et les assigner aux chauffeurs.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000ib:,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10006,LOG-3,ÉPIC 3 – Gestion des Trajets,Done,16/Dec/25 4:25 PM
User Story 3.2 — Consultation des trajets (Chauffeur),LOG-64,10209,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:18 PM,16/Dec/25 4:25 PM,17/Dec/25 12:06 PM,16/Dec/25 4:25 PM,,0,"En tant que chauffeur, je veux voir mes trajets assignés.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002y:,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10006,LOG-3,ÉPIC 3 – Gestion des Trajets,Done,16/Dec/25 4:25 PM
User Story 3.3 — Mise à jour des statuts,LOG-65,10210,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:18 PM,16/Dec/25 4:25 PM,16/Dec/25 11:25 PM,16/Dec/25 4:25 PM,,0,"En tant que chauffeur, je veux mettre à jour le statut (à faire → en cours → terminé).",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-11T21:17:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i0002w:,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10006,LOG-3,ÉPIC 3 – Gestion des Trajets,Done,16/Dec/25 4:25 PM
User Story 3.4 — Saisie du kilométrage & gasoil,LOG-66,10211,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:19 PM,16/Dec/25 4:25 PM,16/Dec/25 9:51 PM,16/Dec/25 4:25 PM,,0,"En tant que chauffeur, je veux saisir km départ/arrivée, volume gasoil et remarques.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:9,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10006,LOG-3,ÉPIC 3 – Gestion des Trajets,Done,16/Dec/25 4:25 PM
User Story 3.5 — Téléchargement PDF,LOG-67,10212,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:19 PM,16/Dec/25 4:25 PM,16/Dec/25 11:24 PM,16/Dec/25 4:25 PM,,0,"En tant que chauffeur, je veux télécharger mon trajet en PDF.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:i,LOG Sprint 1,10/Dec/25 12:00 AM,,,,10006,LOG-3,ÉPIC 3 – Gestion des Trajets,Done,16/Dec/25 4:25 PM
[BE] Modèle Trip.,LOG-68,10214,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:20 PM,11/Dec/25 11:00 PM,,10/Dec/25 2:49 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000cv:,LOG Sprint 1,,,,,10208,LOG-63,User Story 3.1 — Création & assignation trajets (Admin),Done,10/Dec/25 2:49 PM
[BE] CRUD Controllers trajets + assignation chauffeur/camion.,LOG-69,10216,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:20 PM,11/Dec/25 11:00 PM,,10/Dec/25 4:49 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-10T16:48:50.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000d3:,LOG Sprint 1,,,,,10208,LOG-63,User Story 3.1 — Création & assignation trajets (Admin),Done,10/Dec/25 4:49 PM
[FE] Formulaire création trajets.,LOG-70,10218,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:20 PM,16/Dec/25 4:25 PM,,16/Dec/25 4:25 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000db:,LOG Sprint 1,,,,,10208,LOG-63,User Story 3.1 — Création & assignation trajets (Admin),Done,16/Dec/25 4:25 PM
[FE] Liste trajets admin.,LOG-71,10220,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:21 PM,16/Dec/25 4:25 PM,,16/Dec/25 4:25 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000dj:,LOG Sprint 1,,,,,10208,LOG-63,User Story 3.1 — Création & assignation trajets (Admin),Done,16/Dec/25 4:25 PM
[BE] Route getTripsByDriver.,LOG-72,10222,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:21 PM,12/Dec/25 2:16 PM,,12/Dec/25 2:16 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-12T14:16:23.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000dr:,LOG Sprint 1,,,,,10209,LOG-64,User Story 3.2 — Consultation des trajets (Chauffeur),Done,12/Dec/25 2:16 PM
[FE] Page liste trajets chauffeur.,LOG-73,10224,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:21 PM,16/Dec/25 7:21 PM,,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000dz:,LOG Sprint 1,,,,,10209,LOG-64,User Story 3.2 — Consultation des trajets (Chauffeur),Done,16/Dec/25 7:21 PM
[BE] Route updateStatus.,LOG-74,10226,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:22 PM,11/Dec/25 9:18 PM,,11/Dec/25 9:18 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000e7:,LOG Sprint 1,,,,,10210,LOG-65,User Story 3.3 — Mise à jour des statuts,Done,11/Dec/25 9:18 PM
[FE] Boutons changement de statut.,LOG-75,10228,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:22 PM,16/Dec/25 7:21 PM,,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000ef:,LOG Sprint 1,,,,,10210,LOG-65,User Story 3.3 — Mise à jour des statuts,Done,16/Dec/25 7:21 PM
[BE] Route updateTripData.,LOG-76,10230,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:23 PM,12/Dec/25 2:10 PM,,12/Dec/25 2:10 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-12T14:09:48.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000en:,LOG Sprint 1,,,,,10211,LOG-66,User Story 3.4 — Saisie du kilométrage & gasoil,Done,12/Dec/25 2:10 PM
[FE] Formulaire de saisie.,LOG-77,10232,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:23 PM,16/Dec/25 9:53 PM,,16/Dec/25 7:21 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T21:52:59.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000ev:,LOG Sprint 1,,,,,10211,LOG-66,User Story 3.4 — Saisie du kilométrage & gasoil,Done,16/Dec/25 7:21 PM
[BE] Génération PDF (ordre de mission).,LOG-78,10234,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,10/Dec/25 2:24 PM,11/Dec/25 11:05 PM,,11/Dec/25 9:17 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-11T21:17:24.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000f3:,LOG Sprint 1,,,,,10212,LOG-67,User Story 3.5 — Téléchargement PDF,Done,11/Dec/25 9:17 PM
